"rank","username","acc","playcount","performance","SS","S","A"
7325,"Bullen8",98.57,95649,7109,41,585,1217
7326,"DatFattyBoi",98.9,44787,7109,90,880,682
7327,"Bar",96.42,25112,7108,15,577,733
7328,"Jeaton",99.18,42238,7108,40,493,241
7329,"Khalid",98.45,157388,7108,21,809,1084
7330,"MinMin",96.89,50314,7108,16,506,364
7331,"Laren",96.16,62936,7107,12,467,1085
7332,"[ MiSa YuKa ]",98.55,56880,7107,183,2054,930
7333,"pixeliq",98.49,107532,7107,82,2541,2022
7334,"- Zuramaru -",99.4,59934,7107,61,505,449
7335,"Luseria",99.2,41396,7107,20,352,698
7336,"PEPOTTI",99.39,134197,7107,4179,1163,388
7337,"Noob PheVat",99.22,69480,7107,139,394,917
7338,"amirya1008",96.67,63330,7107,309,634,112
7339,"TheDumbOYT",99.47,85380,7107,191,665,699
7340,"P r a h",96.85,70078,7106,775,2241,601
7341,"Wow its DOGE",99.01,54551,7106,39,734,752
7342,"SakiOvO",98.51,62010,7106,13,327,572
7343,"Syubi",97.86,107181,7106,78,893,1622
7344,"DarkBisu",99.27,46423,7105,62,679,117
7345,"Gizu-",98.2,77298,7105,26,623,835
7346,"rikkaing",98.2,107144,7105,11,941,720
7347,"Didas",99.06,139207,7105,26,932,3486
7348,"Kai9240",98.22,51360,7105,18,819,1165
7349,"Swiftis",98.08,51839,7105,91,731,708
7350,"TheSpamCat",98.71,62087,7105,169,915,1317
7351,"Rdzu",98.72,45596,7104,10,620,506
7352,"[ Reese ]",97.49,40382,7104,17,491,1258
7353,"Kafie-kun",93.75,40305,7104,16,210,296
7354,"Csted",99.18,62310,7104,73,782,826
7355,"[ Akeno ]",97.76,117932,7104,21,669,1042
7356,"AutisticEly",96.81,126351,7104,46,957,1261
7357,"aesthetician",99.09,40656,7104,46,413,426
7358,"ReverseSora",98.54,80088,7103,40,658,704
7359,"-Harmony",98.21,38691,7103,22,384,639
7360,"Fleh",96.47,36841,7103,12,443,470
7361,"Counter",98.62,74755,7103,163,1923,1433
7362,"NotVoid",97.49,47918,7102,116,867,822
7363,"ZapRekk",96.92,18987,7102,28,487,850
7364,"heik",97.87,42897,7102,44,378,451
7365,"Griffdiff",98.97,30762,7101,31,631,1168
7366,"Wolfy",99.27,82054,7101,138,894,539
7367,"Droplitz",99.04,155063,7101,37,641,1424
7368,"Minitoad",99.18,50246,7101,109,1674,2118
7369,"FaQeu",98.98,68319,7101,59,803,1150
7370,"dqi",98.44,35182,7101,8,278,752
7371,"BirdoPomoyka",98.64,20378,7101,6,384,619
7372,"byereol",99.32,68583,7101,91,602,838
7373,"Zepphyre",99.37,42276,7100,29,308,271
7374,"Bilguutei",98.46,54536,7100,11,266,289
7375,"Vexifyed",97.76,66536,7100,14,262,163
7376,"RasaPasa",99.1,70301,7100,105,882,567
7377,"gadse",95.77,57395,7100,24,793,1077
7378,"Katsumito",99.17,118171,7100,186,1081,413
7379,"Stelles",99.06,46346,7100,19,351,683
7380,"Medseba",98.88,79697,7100,51,880,903
7381,"Webbz",97.88,36515,7100,6,223,405
7382,"Blirry",98.41,40078,7099,33,230,569
7383,"-[ RBDashTH ]-",98.63,52938,7099,169,1715,1088
7384,"Husa",98.54,69248,7099,73,1416,2214
7385,"Kleio",97.23,30215,7099,33,461,625
7386,"Xqeer",97.78,33543,7099,5,268,828
7387,"Mentora",99.07,25405,7099,27,548,690
7388,"Relos",98.6,91951,7098,23,1067,2593
7389,"Cr1tical",98.84,43157,7098,0,276,519
7390,"Anime Feet",99.32,104936,7098,33,496,1115
7391,"GitahMuttan",99.26,122320,7098,459,2194,1080
7392,"rygoon",98.04,46096,7098,36,381,442
7393,"Osu on Toast",98.99,30353,7097,12,428,1372
7394,"CaStet",98.86,50875,7097,11,655,1080
7395,"GianL2000",98.11,90776,7097,153,1405,943
7396,"- Kaizen -",99.03,68822,7097,62,1167,784
7397,"DEK-",99.42,126889,7097,32,299,289
7398,"Jakads",98.15,14918,7097,52,299,681
7399,"moolduck",97.57,40000,7096,48,844,1338
7400,"w19",98.55,51022,7096,8,271,473
7401,"yMaTy",99.08,52459,7096,55,468,1099
7402,"Silicon-Based",99.05,44659,7096,59,808,1432
7403,"Nightsky",99.42,69256,7096,95,993,760
7404,"Gate",97.97,26319,7096,8,287,321
7405,"3 IQ Rat",98.42,32442,7095,362,1743,1308
7406,"PowerfulPie",97.78,61540,7095,13,377,663
7407,"Bastia",98.92,119501,7095,40,934,958
7408,"[ RiJecTon ]",98.04,50232,7095,40,435,761
7409,"smalltender",98.35,68628,7095,68,572,701
7410,"Siory",97.36,77678,7095,17,547,630
7411,"Vakeros",96.91,43408,7095,21,423,712
7412,"Xenoray",98.12,58895,7095,7,996,1680
7413,"TheSea",98.08,55898,7095,146,1821,648
7414,"Urusai",97.84,33332,7094,9,299,369
7415,"Dinothix",98.86,94370,7094,62,836,1222
7416,"Falling Snow",98.97,33317,7094,158,978,1206
7417,"RenardC",98.04,64483,7094,9,440,334
7418,"Lavreen",99.3,59029,7094,80,553,1204
7419,"Lamsu",98.91,82739,7094,75,527,1207
7420,"FaranjiiDemon",98.56,113052,7094,8,646,1171
7421,"-Neoo",99.37,36080,7094,66,681,320
7422,"Literally_me",99.26,75944,7094,359,786,1235
7423,"Taiitoo",99.19,78511,7094,47,1125,1170
7424,"Yeeun",97.12,6762,7093,14,163,358
7425,"Yuzuho",98.99,45574,7093,13,507,1330
7426,"- Nel -",98.58,92274,7092,81,1137,919
7427,"Talent Shredder",98.92,69322,7092,119,1141,954
7428,"Veroxx",96.52,44068,7092,3,288,411
7429,"tlolda",98.42,41329,7092,7,242,422
7430,"owatan",97.72,193285,7092,79,2206,723
7431,"F4UZ4N",98.11,29896,7091,54,503,1104
7432,"E a g l e",98.2,101159,7091,31,1833,911
7433,"potatat",98.8,97212,7091,28,369,946
7434,"1miss_vRexXy",98.94,107583,7091,136,1074,927
7435,"Sha",98.55,59413,7090,76,609,754
7436,"Mogeko",98.29,31207,7090,109,442,730
7437,"Nikonych",99.41,28969,7090,123,960,716
7438,"Hieda_no_Akyu",98.81,87638,7090,54,1624,414
7439,"UkiteRo",99.14,41543,7089,82,804,606
7440,"StopContact",99.26,61401,7089,65,697,953
7441,"Probably Drunk",99.43,58914,7089,162,650,1885
7442,"Toaph Daddy",98.85,20899,7089,6,198,408
7443,"Hyokolu",98.76,91696,7088,121,950,563
7444,"Vexuas",99.44,92047,7088,237,2073,707
7445,"NonxE",99.09,1e+05,7088,148,2494,1104
7446,"Jyoni-",99.03,25034,7088,6,489,316
7447,"Zeny",99.34,39061,7087,221,1145,1248
7448,"Dobroslav",95.12,30367,7087,0,64,167
7449,"Danghelas",99.46,31507,7087,214,956,2553
7450,"halovu",98.37,28073,7087,20,245,614
7451,"TheSomething",98.8,49973,7087,36,920,1466
7452,"Phew",98.94,22173,7087,22,410,858
7453,"mkus",99.35,69118,7086,382,849,1012
7454,"SirLeozinho",98.66,31856,7086,25,453,468
7455,"Plachta",97.79,32484,7086,37,447,611
7456,"mqno",98.92,59005,7086,40,426,468
7457,"gooder101",99.4,46701,7086,157,1497,3036
7458,"Caruma",98.85,27450,7086,20,410,1230
7459,"ShadowRin",99.18,36270,7086,172,688,2429
7460,"Zeciarz",98.31,74096,7086,13,354,881
7461,"orangedough",99.04,75958,7086,39,743,1018
7462,"Grondzel",98.4,64807,7085,58,215,575
7463,"KlaydR",98.41,51403,7085,10,878,1129
7464,"feesh-",97.65,27265,7085,157,818,815
7465,"Rupichi",97.03,80007,7084,86,748,1031
7466,"Hydro7",97.67,142952,7084,454,2164,2239
7467,"SuperNova114",98.75,37616,7084,41,711,1586
7468,"Sayori_yui",97.61,49597,7084,27,871,1860
7469,"Evan1",98.92,42386,7084,73,483,717
7470,"ulxtii",98.63,59704,7084,8,214,540
7471,"tremblingSpiRit",98.81,81322,7084,82,1437,1343
7472,"Dezer",98.24,78184,7083,7,663,1044
7473,"TeenoDatGuy",98.36,52140,7083,4,334,979
7474,"Kazuto_Kirigaya",98.48,49670,7083,85,1288,854
7475,"osu angola",98.73,62455,7083,44,271,497
7476,"XiFanDucks",99.07,53386,7083,37,898,1277
7477,"Declan",99.21,104580,7083,131,498,552
7478,"- Freyja -",98.79,57698,7083,53,1525,1404
7479,"-Rik-",97.03,137414,7083,8,579,1107
7480,"jjoner",98.73,57941,7082,48,725,1165
7481,"Fluffly",98.94,45172,7082,47,436,417
7482,"Jaay",99.22,108486,7082,42,392,215
7483,"samplefish",99.25,122193,7081,270,2196,1293
7484,"AngelMashiro",98.67,67122,7081,14,677,940
7485,"HellKat",98.93,24604,7081,12,299,316
7486,"Eowich",98.68,44192,7081,89,750,533
7487,"Mancis",98.64,106943,7081,37,1660,2208
7488,"_Everlasting",97.38,44752,7081,28,319,554
7489,"alGO",99.15,64991,7081,49,1377,2073
7490,"hai im gosu",97.58,54773,7081,42,1021,1042
7491,"AwesomeFlame02",99.17,53123,7081,45,329,558
7492,"C O I N",98.76,56129,7080,270,1714,1197
7493,"pipi",98.97,49807,7080,110,1628,1209
7494,"57doki",98.85,55885,7080,28,407,1032
7495,"Jac",97.38,63849,7080,61,1184,915
7496,"Dat Unreal",98.9,81639,7080,140,1932,823
7497,"blocks",99.43,76886,7080,119,687,1447
7498,"SLATKEY",98.42,74600,7080,15,363,571
7499,"-Unlimit-",98.67,82579,7080,40,1305,1023
7500,"-Amane-",98.56,70842,7079,42,1121,1764
7501,"kayu77",98.89,97793,7079,37,489,711
7502,"Ne_Aist",98.47,84549,7079,6,625,632
7503,"JustMyre",99.15,35915,7079,53,681,773
7504,"Cyan Yoshi",98.24,42509,7079,10,305,736
7505,"waste of oxygen",98.09,71413,7079,63,535,920
7506,"Micro",98.68,64331,7079,99,889,1379
7507,"EnderBot",98.1,52483,7079,160,1219,844
7508,"Cubsphere",99.6,62490,7079,68,840,704
7509,"Missed Steak",99.07,44777,7079,108,826,592
7510,"Edythator",97.74,37310,7078,21,374,309
7511,"-Marry-",97.2,19207,7078,8,97,397
7512,"Neptune -",98.06,71154,7078,5,114,197
7513,"Due",96.38,37693,7078,18,523,132
7514,"Shyloo",99.21,56462,7078,144,836,698
7515,"Jambon Beurre",99.12,77428,7078,90,1418,1501
7516,"Voc1d",97.75,25924,7078,14,220,415
7517,"sebbysebway",98.77,34123,7078,44,371,483
7518,"TROU2004",97.86,37529,7077,33,727,793
7519,"B o n n i b e l",96.7,52214,7076,21,222,384
7520,"DefendeRRR",98.72,87495,7076,38,541,1109
7521,"Idylla",98.46,47253,7076,86,1293,610
7522,"DipG",98.99,61714,7076,116,1051,738
7523,"mepp0",99.2,108212,7076,234,2560,1140
7524,"Jamaras",99.12,51753,7076,29,1340,2480
7525,"Arneshie",99.22,11139,7076,9,192,382
7526,"Zaeltrigger",98.5,73276,7076,30,1918,1050
7527,"SunglassesEmoji",99.08,114962,7075,324,2150,1313
7528,"DannyX",99.26,43799,7075,80,626,660
7529,"AEIM",99.3,39219,7075,187,1804,1714
7530,"Gasaiii",98.89,7839,7075,6,149,384
7531,"Darthray",98.9,66035,7075,118,1180,1435
7532,"Vortecs",99.04,50238,7075,50,889,935
7533,"salsicha",97.17,80963,7075,16,475,657
7534,"Flamenco",98.49,80869,7074,195,1294,1547
7535,"Hub3r",99.03,111883,7074,92,730,2457
7536,"LWMF",99,24849,7074,54,1103,1622
7537,"Villimies100",97.76,43058,7074,65,575,581
7538,"H Y D R A",98.47,68253,7074,0,396,822
7539,"Gamanoid",98.5,87514,7074,9,137,427
7540,"B0NO",98.46,47691,7074,22,567,716
7541,"ArcheryIsKey",98.7,70215,7074,79,1195,1756
7542,"Peter Griffin",99.41,73845,7074,245,958,1117
7543,"Rojinski",98.92,32749,7073,405,1521,1674
7544,"Omniterran",99.15,25286,7073,18,449,1820
7545,"Guminis",98.85,137956,7073,6208,1208,138
7546,"zfxggg",95.18,54822,7073,0,310,847
7547,"Lifemarr",98.99,64022,7072,19,395,1178
7548,"Binninja",97.65,45835,7072,54,723,878
7549,"christaki",99.35,62725,7072,104,802,1257
7550,"KAKALOTE",98.4,140498,7072,446,3555,1756
7551,"Win",99.02,88121,7072,108,1101,766
7552,"_tenza",97.42,32704,7072,24,223,286
7553,"sweeb",98.56,88338,7072,9,249,794
7554,"OSU SENSU NAI",98.65,49889,7072,16,693,1325
7555,"mugicha love",98.8,104709,7072,201,3257,2187
7556,"Hoshik",98.32,71501,7071,181,1792,1848
7557,"Snowiee",99.31,77974,7071,99,521,590
7558,"Waaif",98.35,61085,7071,38,555,951
7559,"fickofica",98.46,61441,7071,105,725,1191
7560,"Maihyo",98.96,66295,7071,41,957,1311
7561,"spookem",99.02,42770,7071,31,437,923
7562,"[fry]",98.73,50974,7070,36,385,845
7563,"Rxven",98.73,46791,7070,40,478,742
7564,"_SonGoku_",96.83,55581,7070,8,338,351
7565,"Jaggerman Jensen",97.77,82596,7070,36,625,857
7566,"Elveti_slana",97.26,69580,7070,21,556,687
7567,"mxrbl",98.14,36902,7070,16,167,263
7568,"Sina",98.69,32435,7070,37,409,458
7569,"UeS_Ph4nT0M",98.15,32565,7070,21,299,463
7570,"i fold osu",98.79,48169,7070,50,731,1030
7571,"Tachibana Rika",98.86,36779,7070,167,667,610
7572,"Zemqu",99.5,83741,7069,272,1357,2105
7573,"ImAhox",94.93,20059,7069,11,195,343
7574,"Aiselve",94.15,32905,7069,34,277,434
7575,"Ayase Eli",98.34,32653,7069,18,486,732
7576,"ZunK",97.98,61523,7069,60,1300,954
7577,"LoveNyanbi",96.14,104065,7069,6,408,801
7578,"Gokux23",99.02,49765,7068,26,759,981
7579,"Lika",99.37,72588,7068,112,1191,1989
7580,"Glacial",98.66,95325,7068,252,1651,262
7581,"Satiaa",98.34,81048,7068,11,570,640
7582,"Big Brayn",98.87,54869,7068,47,1030,1692
7583,"Fubukii",97.41,54842,7068,26,391,648
7584,"- fifi -",97.69,81137,7068,49,302,353
7585,"phox",98.63,93799,7067,79,1860,1869
7586,"Warui Kitsune",97.43,55432,7067,46,1157,1124
7587,"DrakoJ",99.14,64728,7067,72,1078,1340
7588,"DanZqa",98.58,109980,7067,262,1945,1113
7589,"Sentrashi",99.15,107225,7067,194,2664,3128
7590,"san undertal",96.19,26098,7067,17,180,281
7591,"Misaki Tobisawa",98.68,67900,7066,10,384,561
7592,"misagames135",98.05,20661,7066,1,104,242
7593,"bgfighter21",99,176824,7066,94,1521,1509
7594,"Stealer-",98.98,40985,7066,77,1195,1578
7595,"nutorate",98.67,40458,7066,233,1235,507
7596,"rock time",98.63,41686,7065,85,445,316
7597,"LunaYuki",99.64,47755,7065,133,685,919
7598,"Lewtoo",98.16,37866,7065,136,1009,1786
7599,"GiggleMonstar_",98,49819,7065,39,486,419
7600,"TillaN",97.49,24930,7065,10,242,713
7601,"Chrv123",97.94,29287,7065,27,440,438
7602,"serobor",99.06,135647,7065,620,1759,1128
7603,"- Jitties -",98.19,86388,7065,64,1936,1777
7604,"pyrus10000",99.39,26087,7064,116,497,493
7605,"Poipoiop",99.06,8163,7064,11,295,310
7606,"iT3chnoHD",99.08,40626,7064,47,757,1271
7607,"Yukiri",97.03,88648,7063,7,273,840
7608,"Dome",98.52,79034,7063,40,922,1172
7609,"Wither",98.08,58603,7063,106,838,451
7610,"EternalMouse",98.59,33035,7063,14,1044,1381
7611,"ArtemBrov",98.92,45556,7063,26,441,1021
7612,"kyoufukou",98.02,45593,7063,12,423,1365
7613,"J4cX",98.74,61167,7062,42,309,764
7614,"MiyohashiKoori",98.18,77554,7062,37,687,791
7615,"Przemu18",98.93,30339,7062,108,661,928
7616,"Lucasion",98.03,77760,7062,145,821,825
7617,"t0m4s79",99.33,34281,7062,105,1718,2070
7618,"[TbMa]",99.21,65889,7062,218,1277,2150
7619,"HI_IM_TENMA",98.77,53417,7062,26,619,1024
7620,"Vehzx",98.92,18996,7062,220,817,667
7621,"iipandabear",98.27,31052,7062,33,185,369
7622,"darn",98.7,39607,7061,71,761,887
7623,"volor",99.11,96341,7061,165,2246,2126
7624,"Orca",98.84,10075,7061,49,211,161
7625,"jeff grips",99.29,20532,7061,189,809,844
7626,"XbFTB",98.81,78658,7061,51,283,405
7627,"Mitoharu",98.98,103598,7060,1060,1201,915
7628,"Dominik DziDT",99.26,31373,7060,111,872,1316
7629,"SugarCat",99.26,42515,7060,96,1415,300
7630,"R0mmi",96.68,94612,7060,176,775,1111
7631,"JustaDread",96.6,46539,7059,14,408,683
7632,"Rikhou",98.47,85434,7059,41,550,738
7633,"Sailent",98.87,18343,7058,4,287,531
7634,"Burgerino Sama",98.85,80614,7058,9,355,834
7635,"fxckmylife",98.85,20828,7058,28,404,722
7636,"Happster",98.96,22739,7058,53,497,389
7637,"MrGoose",96.46,76470,7058,267,743,993
7638,"Bot",96.74,84301,7057,9,327,1042
7639,"CallionetFanBoy",96.94,67047,7057,11,261,440
7640,"Lupa",98.86,51864,7057,65,1054,1791
7641,"DLC",98.9,44821,7057,63,893,2567
7642,"-[ Haru ]-",98.14,87159,7057,55,439,618
7643,"WorstOsuPlayer",98.84,28291,7057,15,293,496
7644,"Yurie",99.01,83640,7056,37,790,1490
7645,"Mops12",98.15,38173,7056,63,589,467
7646,"FishFutaba",99.27,95569,7056,47,463,377
7647,"Onyan",98.45,28736,7056,20,424,523
7648,"lifeEX",98.92,100011,7056,1788,2221,1389
7649,"Willston",98.83,66609,7055,100,1586,1575
7650,"Ryugene",99.03,69185,7055,156,1715,1980
7651,"Reforms Insane",98.03,65518,7055,15,437,388
7652,"Needrive",97.91,44751,7055,4,234,323
7653,"CrazyTroll",99.03,12987,7055,113,482,240
7654,"Exvoria",97.72,63940,7055,29,561,1444
7655,"MrBlueVoid",98.61,39270,7055,35,385,481
7656,"Kavash",98.99,62536,7055,55,654,1275
7657,"Rint",98.02,51561,7055,1,480,1845
7658,"Puszmen",98.35,88185,7054,14,308,740
7659,"-CalCulated-",98.47,17081,7054,23,627,456
7660,"Yoani",96.93,89723,7054,38,580,962
7661,"darkeae",96.71,35217,7054,20,310,608
7662,"spuntysaurus",96.43,56497,7054,20,242,470
7663,"23456789",98.61,107498,7054,34,548,472
7664,"BeachTurkey",99.07,57375,7054,179,519,337
7665,"rihis123",99.13,66871,7053,74,1331,692
7666,"HappyChoke",98.72,74797,7053,122,1235,1584
7667,"kezo",98.74,68331,7053,25,508,790
7668,"eden",98.24,13295,7053,15,375,577
7669,"So-hee",98.22,48172,7053,14,337,750
7670,"Amori",99.02,54898,7053,113,1320,639
7671,"NutmegMercury",99.19,61801,7053,40,936,1728
7672,"KafuuChinoDesu",96.9,124601,7052,193,2208,1078
7673,"heart_is_purple",98.64,24260,7052,53,1335,1343
7674,"VVivern",96.51,38733,7052,12,186,623
7675,"Verse",98.59,35181,7052,25,201,253
7676,"Myshiro Neko",98.97,62340,7052,288,2122,1545
7677,"Rzz",99.38,27641,7052,155,457,26
7678,"Akindar",98.82,60167,7051,73,1606,1239
7679,"-Nast",97.56,53370,7051,1,131,159
7680,"My Angel Mateus",96.94,78118,7051,58,582,782
7681,"Ediiz",98.65,76495,7051,117,927,1399
7682,"Hlnt",98.89,33202,7051,45,224,489
7683,"[Satone]",98.72,77255,7051,98,1258,1921
7684,"- Shawn -",98.79,49334,7051,312,1343,1847
7685,"-GriM-",96.97,67365,7051,15,375,432
7686,"iyhun",99.21,61684,7051,48,1074,1593
7687,"_Stoney",99.03,96833,7051,459,4349,3225
7688,"Myahkey",99.21,62754,7050,41,638,754
7689,"Ajroable",99.09,86641,7050,210,927,317
7690,"StrikersZeD",99.28,93457,7050,148,665,833
7691,"fumu",96.76,28116,7050,16,134,464
7692,"Vertiz",96.23,33513,7050,28,279,494
7693,"Uryuwei",99.33,144868,7050,1654,1810,97
7694,"Splyrix",98.96,66830,7050,231,2153,2052
7695,"Far4__",98.6,49311,7049,51,480,392
7696,"Bye",98.42,18683,7049,69,222,356
7697,"T-lex",99.39,102915,7049,451,3008,1168
7698,"_sil",95.25,46518,7049,8,157,593
7699,"qaws55",98.64,52947,7049,49,1016,1892
7700,"-Milk-",99.58,81682,7049,230,729,191
7701,"fapazegg",97.48,29854,7049,22,457,998
7702,"Naocchi",98.18,64752,7048,28,1273,892
7703,"Kipley",99.06,42227,7048,22,762,1068
7704,"Blazy",99.54,50393,7048,363,2171,988
7705,"OneRing",98.78,88395,7048,577,2477,2802
7706,"hungrytiger",99.01,37733,7048,25,617,685
7707,"Mijn Aim Zuigt",99.01,50518,7047,291,907,991
7708,"Kay-",97.98,99332,7047,59,1394,1175
7709,"tiny snek",97.2,96941,7047,18,470,715
7710,"Cl9",99.15,28587,7046,53,573,517
7711,"Retixia",98.89,56381,7046,11,232,692
7712,"Qash",99.02,36045,7046,37,654,746
7713,"Dankmatter",98.77,49203,7046,734,6297,2912
7714,"HeartlessF",98.93,83518,7046,61,1135,1014
7715,"Ultrapyrus",98.7,39390,7046,50,675,904
7716,"lqi59780808",99.11,74961,7045,53,1774,2258
7717,"HoloPlsStepOnMe",99.06,56815,7045,86,1674,1329
7718,"Heresy",98.65,24241,7044,89,824,505
7719,"HanaRuby",99.26,45294,7044,60,666,697
7720,"Jupiler",99.34,49498,7044,61,549,1755
7721,"-Cleony",99.24,46746,7043,108,863,731
7722,"ragezolida",98.94,38876,7043,69,753,94
7723,"requzzerr",93.37,45015,7043,95,168,161
7724,"MeowMeowKins",98.43,46115,7043,41,546,464
7725,"Lovuria",99.44,3772,7043,265,174,36
7726,"Wizzt",97.85,106106,7043,63,528,906
7727,"Sellow",98.88,85651,7043,43,522,1106
7728,"akin123",98.67,92766,7042,45,722,658
7729,"SpringVine",98.84,97474,7042,19,594,1307
7730,"Darchenok",99.06,139320,7042,44,507,997
7731,"KizuGotar",98.6,93803,7042,25,533,1368
7732,"Kosiarek",98.4,45079,7042,56,415,443
7733,"Aikyuu-Chan",99.97,58824,7042,8932,148,0
7734,"whomstdve",96.98,39950,7042,26,169,418
7735,"Heitang",99.22,57887,7042,281,1416,1173
7736,"Old K",99.15,64880,7042,240,1854,3679
7737,"iRikka-",97.31,47476,7042,43,544,655
7738,"- Beyond -",97.57,64297,7041,6,560,1159
7739,"linkos",99.06,82510,7041,69,430,823
7740,"Tommy16",99.27,16335,7041,41,499,483
7741,"Nekomata Okayu",98.01,67303,7041,4,391,931
7742,"Darkz",98.75,75864,7041,83,1063,2796
7743,"Murry",99.24,39880,7041,49,555,1090
7744,"X-Harn",98.18,83305,7041,46,2009,711
7745,"YomiO",98.82,134823,7040,476,2260,2372
7746,"Kyupin",99.11,33908,7040,60,651,927
7747,"rc4322",98.85,40229,7040,75,593,543
7748,"Nit",97.74,46373,7040,19,578,750
7749,"Nigiri",98.24,43967,7040,91,554,1084
7750,"Womble",98.13,57729,7040,27,762,1202
7751,"[Foxu]",99.13,55418,7040,111,792,1435
7752,"Matty",98.97,67381,7040,61,949,1243
7753,"MaxXsteP",98.15,37792,7039,15,776,953
7754,"Frostlance",98.71,5699,7039,14,149,289
7755,"Xuteris",98.87,48855,7039,48,476,970
7756,"Smilevie",98.78,122440,7039,282,1343,259
7757,"MangoMike",98.46,42779,7039,37,356,729
7758,"Laos",95.59,21771,7038,1,82,129
7759,"KyoAni",99.29,16430,7038,26,236,544
7760,"Koshiiro",97.12,30512,7038,6,144,274
7761,"redglasses",97.05,23887,7037,17,547,336
7762,"RLY",98.66,42229,7037,38,305,303
7763,"BattleBiscuit",97.95,91523,7037,50,1418,1902
7764,"TerraPie",98.75,41329,7037,47,1189,1724
7765,"jellymango",98.75,22502,7037,10,364,1146
7766,"Sevz",97.97,56641,7037,235,1253,996
7767,"naja",98.82,52136,7037,52,433,389
7768,"Shiki Ichinose",99.38,122898,7037,627,1464,783
7769,"YukiieTV",99.05,60433,7036,68,1400,1315
7770,"DaiixD",98.68,28814,7036,7,485,975
7771,"MeSuck",98.37,31570,7036,17,294,434
7772,"Destru",98.55,84092,7036,28,1336,1958
7773,"Minamoto-kun",97.87,57211,7036,59,903,1205
7774,"Chaplos",97.03,38506,7036,51,129,518
7775,"Yannister",95.82,115749,7035,75,1031,1129
7776,"Aizawa Nagisa",98.95,66557,7035,274,2486,2989
7777,"-[Saint]-",97.92,22731,7035,64,432,772
7778,"Kaboudou",98.38,16963,7035,68,493,519
7779,"-P1",99.27,34763,7035,130,969,1199
7780,"Ztypeone",97.12,65852,7035,23,236,335
7781,"Kostas_Stealth",98.94,43747,7035,76,1008,929
7782,"so bad",97.32,88489,7035,81,1334,809
7783,"[ Mere ]",98.28,39873,7035,32,1507,1244
7784,"Tofas",99.21,82890,7035,164,866,542
7785,"ShadowOfGreed",99.49,17888,7035,163,1145,7
7786,"krinco",98.62,72140,7034,9,314,544
7787,"szimek",97.17,38017,7034,63,521,488
7788,"synFIYA",98.98,62022,7034,18,499,1266
7789,"Str0mboli",97.81,55150,7034,531,1233,295
7790,"Stingrayss",99.15,51305,7034,56,585,1018
7791,"Flybug123",97.29,58897,7034,16,667,572
7792,"ayygurl",99.07,50292,7034,103,859,338
7793,"Yuukeh",99.01,67422,7033,41,642,1103
7794,"Hexsise",99.12,78119,7033,31,690,578
7795,"KIIT0",96.89,35329,7033,13,168,333
7796,"arata0",98.82,132339,7033,95,1402,955
7797,"Atikin 2000",96.54,66194,7033,13,548,1029
7798,"NEDEAAAHHHH",98.66,39963,7032,87,733,598
7799,"-ALTER-",97.32,51222,7032,9,346,858
7800,"_NagisaFurukawa",98.55,62642,7032,17,860,999
7801,"Shisui",99.43,57209,7032,43,527,711
7802,"Diko_Dikosha",98.81,29196,7032,28,414,579
7803,"Victoire",97,99265,7032,16,709,1458
7804,"Chheng",99.07,42038,7032,24,566,1164
7805,"- Shakoh -",98.01,44746,7032,18,456,1026
7806,"_GoDAimOsuTy",99.2,38067,7031,47,524,1087
7807,"AsianAndy",98.29,50604,7031,9,388,657
7808,"killsamson",93.6,29382,7031,20,253,262
7809,"B0O",98.03,17592,7031,61,510,851
7810,"Hakaliano",97.56,90664,7031,30,655,1046
7811,"Ninja Fail",99.04,41864,7031,33,645,861
7812,"Brooke",99.4,8397,7031,25,271,1168
7813,"Eresh",98.97,73120,7030,67,975,698
7814,"Gerito",96.89,54602,7030,59,528,466
7815,"Lucas TW",99,54489,7030,87,1024,806
7816,"drizdu",97.81,55975,7030,23,638,721
7817,"Endurance Aura",96.36,26249,7029,38,1262,2110
7818,"YookiJ",92.58,35284,7029,39,133,243
7819,"Ruushin",98.28,85661,7029,190,835,787
7820,"Harutora",97.99,81873,7029,89,707,462
7821,"RpTL",96.2,70656,7029,4,313,614
7822,"Watisdisidont",98.23,51503,7029,10,358,939
7823,"AnaIny Buzdygan",98.93,86476,7029,39,760,833
7824,"r1sel",98.41,64275,7029,15,263,644
7825,"ChikyBriky",98.93,41032,7029,20,336,610
7826,"Reisea",99,166245,7029,188,4975,1403
7827,"bart6003",98.65,158251,7029,201,2012,2340
7828,"YubiGori",98.75,33973,7028,105,1026,779
7829,"Sanik",97.8,32447,7028,24,570,835
7830,"Asmy",97.92,109529,7028,23,469,940
7831,"Mashiro-",99.1,60582,7028,297,1318,790
7832,"Keegen",98.98,40968,7028,275,754,236
7833,"specktrumm",97.54,34134,7027,9,227,301
7834,"moooooojai",98.35,29189,7027,5,391,547
7835,"Ubernarwhal",99.1,90191,7027,35,1001,1334
7836,"Leria_V",98.46,33439,7027,20,835,602
7837,"Daoski",99.16,76117,7027,69,684,1226
7838,"Swift",96.46,65839,7027,32,1703,378
7839,"-[KFC]-",98.54,8176,7027,23,143,201
7840,"help me",99.27,32905,7026,41,224,564
7841,"-Kanon-",98.85,55026,7026,85,2071,813
7842,"engie15",98.96,64955,7026,32,586,1172
7843,"Jeby",99.09,200954,7026,1629,3413,1248
