"rank","username","acc","playcount","performance","SS","S","A"
3249,"Kebab De Poche",98.71,59384,8168,48,939,1213
3250,"ShroomZz",98.73,37942,8167,43,518,331
3251,"Fleimi",98.97,42041,8166,18,524,980
3252,"ffansickOG",99.24,54576,8165,22,541,513
3253,"JinWoo",95.96,63762,8165,91,381,363
3254,"Gravel",98.89,51513,8164,32,500,1502
3255,"FzimoNN",98.77,64234,8164,258,1358,114
3256,"andy-bel",95.34,67533,8163,32,354,836
3257,"vincaslt",99.22,114881,8163,58,816,1045
3258,"Dzui",99.01,18840,8162,215,641,278
3259,"skalman1231",96.24,130331,8162,61,1055,1893
3260,"euw",96.44,74477,8162,47,493,530
3261,"[- J u l i e -]",97.07,64033,8162,15,346,987
3262,"TylerXD",97.51,19216,8160,9,138,347
3263,"PantyStick",98.22,72892,8160,1712,3354,178
3264,"Biscuitmunch",97.66,34897,8160,67,650,726
3265,"Lightning_Tap",99.08,54739,8159,71,650,1066
3266,"Yinchiko",97,22405,8159,16,388,289
3267,"watimanare",99.04,89758,8158,325,2428,1313
3268,"Black fires",98.48,64467,8158,121,1074,621
3269,"Shield",99.04,98663,8158,83,898,999
3270,"xci",96.68,44117,8157,38,660,625
3271,"Vitex",98.47,58967,8157,22,399,1107
3272,"Ro Neko",98.33,51998,8155,62,1428,647
3273,"Lim",97.43,117733,8155,68,566,1157
3274,"Caponata59",96.97,84737,8155,105,1043,937
3275,"jekazzzmlg",96.67,36667,8154,6,259,742
3276,"kurisutina69",97.11,52408,8154,4,158,279
3277,"peaklolnoob",97.71,66421,8154,79,528,524
3278,"Luken",99.06,19403,8153,141,661,341
3279,"mnenet18",97.92,59545,8153,39,709,1480
3280,"-Akiyama Nico-",97.71,18434,8153,2,104,178
3281,"Cracento",97.24,31728,8153,26,155,171
3282,"LUCAS ZUBS",98.28,147277,8152,15,80,58
3283,"Tho",96.91,162696,8152,302,1124,1621
3284,"[Nixo]",98.24,94228,8151,12,808,1273
3285,"Viggma",98.36,67478,8151,23,634,1653
3286,"X1nner",98.97,12681,8151,25,519,1272
3287,"Zacabix",98.44,11981,8151,17,167,265
3288,"Myusel Foalan",99.51,45980,8150,56,930,262
3289,"Darkpit",95.83,103764,8150,10,349,682
3290,"ruyo",99.64,105931,8149,221,995,2442
3291,"JezusNE",97.92,40142,8149,3,313,1114
3292,"Ontoryran",98.61,41548,8149,77,1091,1389
3293,"-Soni-",99.34,72865,8149,2555,3251,1049
3294,"Nano List",96,42128,8149,4,353,622
3295,"Kahli",99.1,82786,8148,79,1139,745
3296,"-Reko-",97.66,49521,8148,33,518,549
3297,"TVisionz",98.21,40783,8148,33,510,644
3298,"MigazTroll",97.99,30084,8147,19,399,508
3299,"Corelith",99.19,73894,8147,82,1144,1355
3300,"Moosh",98.42,57159,8146,67,398,535
3301,"Startrick",99.16,103771,8146,324,1246,729
3302,"-LeV4ik",98.48,38664,8146,44,603,985
3303,"Miracle",95.34,76811,8144,27,1056,1532
3304,"Daffy",99.49,40273,8144,35,328,587
3305,"pattrik",98.47,102525,8144,92,808,692
3306,"Flare",99.02,54542,8144,115,715,890
3307,"Applequestria",96.91,52589,8143,2891,663,931
3308,"iberius",98.79,50612,8143,92,896,1652
3309,"uso",97.05,43096,8143,16,350,625
3310,"leny",95.68,53651,8143,35,330,469
3311,"Chuquebecois",98.24,60852,8143,12,652,1199
3312,"Nemitora",99.28,59940,8143,67,945,2009
3313,"XzCraftP",99.09,19985,8142,100,871,1134
3314,"TiRa",97.22,77610,8142,1,802,1304
3315,"LuchiBuchi",98.26,43107,8140,30,384,683
3316,"HulbeH",99.03,144088,8140,22,586,1486
3317,"Xoulium",98.84,120441,8140,49,1178,972
3318,"Bob Ross",99.1,38918,8140,62,627,618
3319,"Cookievi",97.53,59984,8139,67,1183,1567
3320,"Dracu876",98.7,51677,8139,39,1007,2279
3321,"[ oitaN ]",97.38,68137,8139,160,1414,1042
3322,"PudiPudi",99.19,95926,8139,134,1940,896
3323,"-Lolisim-",99.04,54232,8139,110,1115,840
3324,"Navajo",96.16,71150,8138,71,557,901
3325,"ShadowSoul",99.38,155072,8138,1157,4448,1143
3326,"Fuyu",98.79,127552,8138,384,2838,689
3327,"Corompus",98.88,103155,8136,148,1216,1571
3328,"Luszer",94.6,62344,8136,61,667,411
3329,"Shmeeblez",98.71,130705,8135,6,233,1567
3330,"Sukiye",97.9,81480,8135,153,1227,946
3331,"Azuren",99.18,80394,8135,123,1333,1087
3332,"-[Kurihara]-",96.55,65613,8135,18,791,1439
3333,"_boid",97.02,63027,8134,55,762,1498
3334,"Ushinawareta",98.21,59341,8134,18,392,244
3335,"Ciao",98.69,99223,8134,125,1295,789
3336,"KekKeroNi",97.76,27800,8133,53,465,781
3337,"-Rusty-",98.77,63872,8133,59,570,1442
3338,"PeaChick",99.47,184734,8132,447,2206,399
3339,"Mentalol",99.61,155649,8132,404,1909,1199
3340,"Rika_Desu",97.96,151309,8132,41,633,1123
3341,"N a n o",99.16,140652,8131,752,4681,243
3342,"dioguitar44",97.3,114315,8130,35,1796,1098
3343,"Hyotic",98.28,98578,8130,154,2649,2408
3344,"Twiggles",97.64,26122,8130,13,412,592
3345,"Herakoti",98.18,33270,8130,17,297,303
3346,"kataHa",98.15,36106,8129,2,286,535
3347,"Fr0th",98.36,67358,8129,82,1339,292
3348,"Depressed Asuna",98.66,34335,8129,43,371,423
3349,"Taeze",98.99,88585,8128,71,1070,1147
3350,"shinxL",97.54,42444,8127,77,1063,1089
3351,"NicoSan",98.92,82213,8127,12,850,1233
3352,"Tsfury",96.76,37041,8125,54,623,552
3353,"YogiGFX",98.17,45807,8124,88,791,850
3354,"PaintedKoala",97.92,52299,8123,8,601,899
3355,"Biocode639",99.13,122246,8123,1046,1459,1412
3356,"EreCuLu",97.2,64387,8123,164,2105,476
3357,"kwertie",98.46,68496,8123,10,404,605
3358,"Harley Rizumu",97.79,93464,8122,29,507,1536
3359,"Wrys",98.6,183183,8121,696,1070,1321
3360,"_Shimon",98.68,42928,8121,24,340,690
3361,"oOFrostOo",99.19,86673,8120,41,1021,1162
3362,"HUBERCIKK",99.06,70878,8119,196,1030,1154
3363,"Noopiezi",98.57,86151,8119,140,2177,1970
3364,"Ciirno",98.81,81440,8119,17,386,488
3365,"Zubreska",98.49,128635,8119,39,350,459
3366,"honque",99.47,52914,8119,429,424,203
3367,"We Luv Nanahira",99.14,57873,8119,46,777,1968
3368,"Hellstorm",96.51,140060,8118,16,882,1477
3369,"Kolboh",98.06,101432,8117,54,716,464
3370,"Christal",97.39,82385,8117,53,1438,1226
3371,"ilveroabuso",98.42,45049,8116,69,669,1036
3372,"Ranker",98.6,50158,8116,17,913,802
3373,"Nukrid",98.91,107988,8116,163,1219,1107
3374,"YusaPlzComeBack",98.82,66667,8116,80,785,638
3375,"Flamation",99.01,52065,8116,18,671,1369
3376,"[ Max ]",98.82,145752,8116,52,559,522
3377,"DECAffeinato",98.88,64618,8115,107,1320,1000
3378,"Jazzercize",98.09,98474,8115,9,236,944
3379,"aurabby",98.96,36407,8114,46,424,1035
3380,"Jetzy",98.2,54035,8113,27,406,1049
3381,"Kazan",98.42,99653,8113,23,549,908
3382,"alla wala town",97.37,56201,8112,15,687,1308
3383,"elchxyrlia",98.53,68137,8112,40,812,923
3384,"Boy_314",98.56,51335,8111,66,1228,1198
3385,"-Asii",98.55,115661,8111,98,527,600
3386,"Eternal",98.43,47756,8110,45,692,1612
3387,"Bus",99.01,49709,8110,59,883,1713
3388,"MIVZ",97.51,43062,8109,8,261,619
3389,"koromo77",99.43,133798,8109,1153,938,1145
3390,"Legend_OZ",98.44,20404,8109,4,285,615
3391,"-Satella-",98.1,61447,8109,22,495,955
3392,"- Poke -",98.95,49883,8108,76,579,991
3393,"Akamatsu",98.61,75508,8107,95,1316,1579
3394,"nat",98.98,118126,8107,111,1027,2076
3395,"Eldawn",97.87,53970,8107,28,487,924
3396,"Top1NoobMyst",97.79,54041,8107,45,802,877
3397,"Lunarsol",96.92,78763,8107,64,601,871
3398,"[ Exilion ]",97.44,60012,8107,34,230,318
3399,"emu1337",98.97,110389,8107,299,3850,4575
3400,"Mugs",99.19,141957,8107,142,1122,943
3401,"KiciHajs",96.1,43345,8106,15,196,262
3402,"MinCo",98.25,61798,8106,84,878,938
3403,"Tomaatti",99.11,109479,8106,442,1346,1189
3404,"Sk4acH",93.28,94100,8105,2,163,496
3405,"Jukkii",99.34,81245,8105,454,1941,75
3406,"lokillo_999",99.42,158559,8104,106,774,1189
3407,"Zafkiell",98.74,46129,8104,7,528,1084
3408,"Forseen",99.34,218095,8104,962,3064,100
3409,"marcelo",97.62,43099,8103,53,527,781
3410,"Valt",96.47,99624,8102,3,320,1408
3411,"Hexas",93.74,83900,8102,129,617,923
3412,"Smurfee",98.06,79517,8100,207,1234,1636
3413,"Joep",97.89,72892,8100,19,1265,1545
3414,"KeepItSpongy",94.04,34533,8099,5,189,368
3415,"i eat bean",97.76,69970,8099,28,628,874
3416,"xiAmME",99.37,116012,8099,181,1496,598
3417,"[NEX]",99.36,93708,8098,185,2143,865
3418,"inchanpiyu",99.65,128852,8098,4859,461,50
3419,"howtoplay",99.05,37842,8098,103,1167,1271
3420,"Jura",98.78,114288,8098,765,1450,1252
3421,"Overboked",98.21,51391,8097,61,709,926
3422,"NoahPN",99.09,92298,8097,66,507,495
3423,"MeKu",97.79,94339,8096,155,807,719
3424,"RMEfan",98.03,72163,8096,88,933,1405
3425,"sini",98.89,51925,8095,4,289,626
3426,"Kagetsu",98.93,114044,8095,62,889,457
3427,"Koldmotro",98.82,57405,8095,165,1452,1877
3428,"Terton",96.41,38024,8095,202,1168,1720
3429,"0120",99.02,85512,8095,0,1146,746
3430,"MatheuZiz",99.14,70234,8094,39,352,564
3431,"CookEasy",99.13,161113,8094,156,1657,2111
3432,"-OneMoreTry-",99.09,65664,8094,36,503,929
3433,"Ace4896",99.42,43875,8094,354,1682,985
3434,"Banette",97.54,26000,8093,23,289,510
3435,"Mand",99.84,73790,8093,1580,1281,58
3436,"Stian",98.44,64942,8093,203,1092,2159
3437,"BadPerson",97.15,100221,8092,27,497,824
3438,"ThePainG7",98.66,129989,8092,34,947,1298
3439,"Dumbil",96.74,100455,8090,11,463,855
3440,"Zedex Suzuya",97.08,101954,8090,23,338,670
3441,"Mafuyu-chan",98.54,16673,8090,57,824,737
3442,"-Nao Tomori-",97.64,63797,8089,32,614,1053
3443,"froon",99.21,103291,8089,89,6486,4118
3444,"YoSh",97.11,100957,8089,39,670,921
3445,"ScholasticOG",97.69,65256,8089,86,670,1668
3446,"Albairn",98.22,29315,8088,22,436,417
3447,"EMVASU",98.65,59360,8086,8,463,1053
3448,"Sucker for Pain",96.73,33828,8086,16,479,1102
3449,"Hestai",95.6,92329,8085,3,185,623
3450,"Betbuc",99.4,66164,8084,150,1839,1961
3451,"Satelia",99.14,41645,8084,203,1218,1133
3452,"Trase56",96.15,14978,8084,6,152,375
3453,"bubbsy63",96.58,89559,8084,78,590,667
3454,"Darin on osu",96.02,54575,8084,33,833,1681
3455,"papa poppy",95.66,110177,8084,39,537,545
3456,"fredhot",99.27,46478,8083,31,532,611
3457,"RYPSON",98.55,30365,8083,105,1200,894
3458,"Shokobear",99.3,100951,8082,89,1379,946
3459,"SassyS",98.91,37027,8081,26,469,1271
3460,"FearTheDerpy",98.17,62118,8081,44,391,1553
3461,"Arkal",98.98,21374,8081,89,2149,1707
3462,"Hakkero",97.44,126346,8080,1018,2706,749
3463,"kenji-",99.48,45098,8079,454,1222,1404
3464,"Kyruem",97.94,40508,8078,30,823,923
3465,"Shiriai_l",92.67,40703,8078,102,627,495
3466,"mahloola",99.18,89208,8078,136,1338,1951
3467,"Disasterday",99.19,40486,8078,254,1459,1195
3468,"Rionyx",97.18,22431,8077,7,182,379
3469,"XenoPenguino",98.74,49841,8077,110,1363,1126
3470,"Stressed",95.52,46224,8077,14,404,560
3471,"- [ Nao ] -",98.18,28101,8076,34,125,420
3472,"Ucollei",98.55,60386,8076,33,296,494
3473,"RSI Becomes Me",96.3,111861,8076,26,747,615
3474,"MujouSekai",98.75,43021,8076,23,595,678
3475,"rutchi",95.46,62138,8075,8,412,455
3476,"kairasu",99.09,110812,8074,301,2210,1986
3477,"a2w",97.59,40217,8074,2,251,481
3478,"AngeLMumei",99.11,83690,8074,76,823,793
3479,"Cute LoIi",99.04,103002,8073,49,730,1459
3480,"Shiina-",98.97,100278,8073,65,968,367
3481,"ExModify",98.01,81046,8072,107,489,797
3482,"Price",98.68,114981,8072,23,347,580
3483,"Princess-",98.66,34254,8071,44,724,1430
3484,"[ Ackxess ]",98.53,28295,8071,11,377,406
3485,"liykun",96.96,53633,8070,6,327,432
3486,"Azumin",98.43,73552,8070,37,936,1094
3487,"Kampret",98.49,85578,8070,82,1480,997
3488,"xenou",98.85,99252,8070,27,749,1004
3489,"totallynotkyle",98.64,34757,8070,26,339,616
3490,"MOMO543959",98.46,60265,8069,43,1348,1362
3491,"Adrien",97.91,89392,8069,5,405,1115
3492,"Mouse Player",97.92,45307,8069,56,262,1159
3493,"Butterny",97.98,68473,8069,15,575,810
3494,"Lehendre",98.25,42251,8068,41,579,619
3495,"Sqweeblord",98.31,54752,8068,40,671,1232
3496,"AlexxxFisher",98.47,48843,8068,118,915,693
3497,"broKING",99.02,79211,8068,143,1042,599
3498,"Rabbit Empress",95.35,27555,8067,7,299,456
3499,"c2cg",99.07,41350,8067,98,1366,1363
3500,"skyapple",95.08,18107,8067,3,115,186
3501,"CHALLYY",97.13,104371,8067,109,948,1072
3502,"EternalShadi",99.06,35639,8067,56,699,705
3503,"FuryDream",97.83,66240,8066,13,284,669
3504,"Sancient",99.06,52725,8066,63,1077,939
3505,"Asheen",99.24,109118,8065,164,487,1080
3506,"NotHans",98.64,100322,8065,12,812,1691
3507,"Velstadt",98.23,78928,8065,61,1256,1646
3508,"_Mitsuha_",98.37,66865,8065,61,918,772
3509,"- C o z -",97.11,40942,8065,33,524,647
3510,"aska",99.04,70937,8064,186,1769,1922
3511,"-Raisa",99.02,58237,8063,78,1574,805
3512,"Nesstro1337",94.7,54652,8063,32,451,420
3513,"blue zenith lol",98.68,57703,8062,29,260,464
3514,"GoDisonGo",98.98,80196,8062,46,741,1630
3515,"FNKeeTV",96.79,65895,8062,19,507,1273
3516,"Kongdyy",96.82,55791,8062,9,482,1319
3517,"issacCLAKE124",98.72,100348,8061,41,658,899
3518,"GandalfLeNoir",98.37,33503,8061,144,1103,840
3519,"Amane-",99.31,60128,8061,263,1028,921
3520,"Toriko",99,95963,8060,152,1258,1311
3521,"EpIcRaPtOr",98.99,81593,8060,199,1249,1561
3522,"CyTek",98.95,133791,8060,221,1072,1602
3523,"Asoreand",98.39,77173,8060,224,1400,859
3524,"WilloSeshKing",97.64,17839,8060,21,425,684
3525,"Boby",98.46,54576,8059,42,360,764
3526,"Sh4rq_",98.5,31885,8059,17,435,871
3527,"BlackMidgetJew",97.41,91788,8059,33,680,1133
3528,"Ssynapse",97.13,42536,8058,10,180,545
3529,"lndex",98.71,69321,8058,82,1205,690
3530,"Thatnoobguy2006",94.09,30494,8058,4,238,525
3531,"Grindle",99.01,95632,8057,157,879,739
3532,"huntkey14",96.81,33821,8057,20,338,754
3533,"oltex",98.5,34447,8057,56,797,1287
3534,"ishtar24",97.25,22766,8057,9,154,425
3535,"Salomone",96.29,58579,8056,37,232,586
3536,"ScarletAngel",98.71,97123,8056,82,672,1369
3537,"DaNoobSlayaar",99.03,58019,8056,219,1512,1155
3538,"Chuffy",97.32,56056,8056,164,516,878
3539,"Kreet",97.97,76299,8055,13,326,634
3540,"Deezy",98.88,102723,8055,58,1018,1099
3541,"Jesus Christ",98.85,117580,8055,56,1211,1659
3542,"-Ducky",99.07,56230,8055,78,775,850
3543,"Curvely",99.14,147134,8055,224,2320,3341
3544,"Maxibon",98.71,44945,8054,10,309,1366
3545,"Rhijitsu",98.95,85938,8054,92,1663,1048
3546,"God on osu",96.59,66837,8054,93,721,842
3547,"Aus",96.96,121753,8054,18,596,940
3548,"Leopold",98.6,86861,8054,33,716,536
3549,"iikka",98.09,74046,8054,57,561,544
3550,"[-Shadowa-]",98.25,4790,8054,10,105,91
3551,"-PickaxE-",98.08,22751,8053,11,504,393
3552,"HiPat",97.34,53336,8052,31,571,1162
3553,"tsundereSam",97.61,129589,8052,24,778,1367
3554,"StaroaX",98.94,112000,8052,150,866,730
3555,"Kuonohwi",95.52,57490,8052,6,214,936
3556,"Ajun",99.15,55356,8051,110,838,1300
3557,"Thundey_YT",97.6,14965,8051,1,134,219
3558,"wojciooo",98.21,95108,8051,62,1231,1273
3559,"boylanklunk_9x",97.26,36459,8051,39,777,1433
3560,"Disappear",98.97,122363,8050,38,1053,1382
3561,"Wiilk",98.54,33375,8049,30,501,578
3562,"ReGmo",97.83,99344,8048,54,688,988
3563,"Merl",98.67,13474,8047,31,317,511
3564,"Synces",95.92,63713,8047,13,375,780
3565,"anchobi",98.98,154445,8047,340,2867,2184
3566,"Kurt",99.25,60576,8047,144,1502,1668
3567,"Music Lord",98.15,86841,8046,84,1816,2187
3568,"[Leo]",99.06,73969,8046,47,487,1013
3569,"Maru96",99.07,56489,8046,113,1419,434
3570,"Profile",96.9,40193,8046,7,654,1330
3571,"Damage",98.27,39457,8045,30,515,343
3572,"mp4",98.94,75689,8045,23,478,1578
3573,"menntori",97.6,135846,8044,48,856,1939
3574,"Ambroz",98.52,48057,8044,82,635,606
3575,"EncoreW",98.84,64088,8044,1861,17570,3775
3576,"fasnowy",99.45,84087,8043,84,883,1007
3577,"c1e4r",98.81,63451,8043,107,592,218
3578,"Lou1e",99.06,42632,8042,20,510,362
3579,"Zhen Ji",99.19,63136,8042,211,1379,1934
3580,"Swoozle",97.86,82233,8042,18,862,988
3581,"-Tofik-",98.96,123304,8041,122,644,846
3582,"Kanjer",98.65,49878,8041,41,646,951
3583,"Xenbo",98.27,72037,8041,94,515,215
3584,"Mudflap",99.32,18483,8041,17,288,1066
3585,"Fastenz",98.52,31753,8041,30,286,664
3586,"No_cs",97.57,32768,8041,5,285,496
3587,"prily",93.02,46584,8041,18,350,919
3588,"YewJoeChai",98.68,80567,8040,37,856,440
3589,"awandy",97.57,61920,8040,58,1138,1006
3590,"Seros",96.58,44513,8040,4,282,462
3591,"Crooki",99.17,62516,8040,28,651,1078
3592,"Bony4",95.18,54890,8039,24,492,846
3593,"Ice Poseidon Cx",98.79,115773,8039,4,138,307
3594,"Emerald Ages",96.53,41470,8039,0,412,465
3595,"Kipler",98.36,69040,8039,27,415,941
3596,"Nezol",98.97,78680,8039,20,528,659
3597,"Taikuta",98.13,85988,8038,157,1531,797
3598,"- Lloyd -",99.52,44492,8038,569,2002,828
3599,"Lunedill",98.49,159723,8037,107,807,626
3600,"Zah1o",98.78,62303,8037,52,586,583
3601,"Kaanibaru",96.16,108847,8036,15,362,397
3602,"this game",99.33,73168,8036,54,790,1176
3603,"Worldstaar",98.21,62327,8036,7,295,1522
3604,"theking1212",97.72,65037,8036,10,650,1035
3605,"Akcell10",97.67,25857,8034,14,349,306
3606,"Clippy",98.65,91823,8034,37,430,773
3607,"Empoleon",98.04,35589,8034,52,269,612
3608,"Koodia",98.76,42096,8034,81,488,351
3609,"AwesomeBrewski",98.14,65637,8033,23,362,775
3610,"Captain Teemo",98.25,72442,8033,823,2646,821
3611,"Wnksby",99.04,98196,8033,37,692,986
3612,"Nox Fleuret",99.19,27369,8033,133,536,563
3613,"Sechi",95.27,45850,8033,2,476,826
3614,"[Kaffu Chile]",98.58,106053,8033,113,855,1136
3615,"Swiishy_",98.02,56913,8032,136,914,845
3616,"Seinaru",98.43,63347,8032,5,140,529
3617,"Nevychan",97.65,97521,8032,903,1280,1874
3618,"Mak Kau Hijau",97.86,114111,8031,129,1615,943
3619,"Sasii",97.15,48484,8031,9,454,913
3620,"Kaguya_Sama",97.47,80002,8031,36,542,827
3621,"ymiro",97.36,51765,8031,55,909,1901
3622,"Rilium",97.93,65934,8031,24,955,1054
3623,"B1TcH ShOT",98.67,93677,8031,24,539,663
3624,"Baim",99.27,58429,8030,302,2200,666
3625,"Yufina",97.92,76461,8030,396,2254,1244
3626,"Drewskiii",99.04,89813,8029,15,675,725
3627,"ye1ye1",98.45,22222,8029,13,1145,1639
3628,"ChaCha Baji",97.85,15531,8029,1,190,395
3629,"Queryshi",99.17,109187,8029,2167,9654,2717
3630,"r o o k i e",97.78,65167,8029,12,829,514
3631,"Lulek",98.93,72449,8028,48,1196,1361
3632,"Kamawori",96.03,28454,8028,6,161,537
3633,"Jegler",98.9,68415,8028,34,856,1229
3634,"Scooby-Doo",98.34,83187,8028,300,1366,1135
3635,"quipo",98.8,32187,8027,20,520,835
3636,"Cherry Blossom",96.58,74497,8026,251,2128,150
3637,"Lord Canti",96.73,73280,8026,21,483,708
3638,"ozzy565",99.17,43959,8026,22,699,577
3639,"-Rinne-",98.89,37389,8025,81,724,775
3640,"Just_A_M0nk",99.08,203867,8025,235,3926,1528
3641,"Shagero",99.15,36204,8025,30,487,914
3642,"DynamiCWOW",96.59,88024,8025,4,449,229
3643,"Antipathy",99.51,189707,8025,169,1480,115
3644,"-kRs",97.87,68666,8025,79,1267,2214
3645,"Fataliis",99.28,88851,8024,134,1170,763
3646,"OuO",98.99,122555,8024,795,5145,1003
3647,"Kefan",97.85,55573,8024,26,385,861
3648,"Bupper",99.14,118401,8024,972,2480,2585
3649,"awesomemacD",98.54,49721,8023,128,1126,2352
3650,"Camel God",98.85,126364,8023,103,620,1083
3651,"Poofie",99.12,86906,8023,76,1266,1982
3652,"Change",98.69,99684,8022,213,2327,1277
3653,"Otsupoyo",96.88,107299,8021,127,1313,1308
3654,"Stajlsu",98.84,192054,8021,123,1340,1714
3655,"KarmAkashii",98.38,67340,8020,0,290,1070
3656,"-digital",97.6,88045,8020,19,495,676
3657,"khcdub",98.67,64343,8020,62,907,2087
3658,"Joo",95.81,61446,8020,8,408,912
3659,"ShuFunG-",99.45,59338,8020,68,838,1044
3660,"LimyY",99.13,67845,8019,47,979,1739
3661,"Azubux1",98.18,148112,8019,162,1127,1898
3662,"Wonderful Shiro",98.7,113602,8018,86,494,1170
3663,"Yamato Hotel",98.77,53255,8018,42,687,959
3664,"a_p4z",96.06,36579,8017,14,329,647
3665,"Lap",99.31,93973,8017,75,495,129
3666,"Skycries",99.37,84134,8016,417,321,198
3667,"Metropolis",96.38,51982,8016,9,221,324
3668,"Anhrab",97.28,63015,8016,28,706,2000
3669,"Babypowder13",98.3,56652,8015,108,1023,1681
3670,"- Tanakimaru -",99.18,74387,8014,147,1114,955
3671,"Zereliq",98.91,55972,8014,190,598,663
3672,"Totor",98.92,83875,8014,101,925,1096
3673,"Pants",98.16,117415,8013,21,937,1485
3674,"Blanco",98.69,80764,8013,26,763,925
3675,"Crown Clown",97.78,120272,8013,5,335,867
3676,"zxxzxxz",98.97,68835,8013,76,1392,659
3677,"dandyn",97.99,39410,8013,7,346,1066
3678,"junheah",99.09,54648,8013,12,559,767
3679,"ozy12",98.43,50535,8012,40,423,805
3680,"ThighHigh",98.16,54690,8012,34,267,556
3681,"Sylas",98.69,55375,8011,25,567,523
3682,"Sogoromi",98.86,51070,8011,70,578,641
3683,"nicked16",98.96,38317,8011,23,741,1219
3684,"Razito",94.06,60948,8011,36,495,489
3685,"-Alumetry",98.05,49445,8011,12,349,467
3686,"TailzYT",98.53,49106,8011,245,706,326
3687,"Dubimo",98.22,54014,8010,30,846,970
3688,"Maxlo",99.24,55848,8010,9,129,338
3689,"TOnyrino",99.13,19018,8010,158,1022,1283
3690,"kzbar",97.38,86331,8010,358,5150,2964
3691,"HatsuMin",98.14,65022,8010,31,2103,1233
3692,"Micka",99.25,38231,8009,88,832,404
3693,"Lillia",98.62,115799,8009,31,622,1576
3694,"_teffek",96.24,32609,8009,15,291,426
3695,"Garnet27",99.39,26501,8009,14,121,350
3696,"SrKcalb",98.36,44996,8008,135,1619,1942
3697,"Delchoran",98.34,54469,8008,4,312,1150
3698,"MushyMcSquish",93.79,47620,8007,13,168,416
3699,"[TIW]syndicator",96.23,51110,8007,17,321,594
3700,"Hikori",98.71,80964,8007,18,661,1117
3701,"Zuness",98.8,116213,8006,75,429,541
3702,"i love tsundere",97.32,94905,8005,50,556,1072
3703,"parkinsonboy",98.06,27977,8005,65,555,561
3704,"Dustypk",95.36,41853,8005,6,268,306
3705,"-Rezh-",97.42,53207,8004,10,326,686
3706,"Rabi",98.23,53118,8004,21,341,517
3707,"nekorezka",96.51,38846,8003,542,1685,592
3708,"Pandadesu",99.12,108796,8003,1031,1478,1158
3709,"[KOR] Sora",97.61,35743,8002,22,663,847
3710,"Seles",99.21,92875,8002,666,2047,803
3711,"Sk8terB0i87",95.39,64719,8002,38,182,464
3712,"[-shirayuki-]",97.84,15201,8002,48,748,750
3713,"Asatsuyu",99.45,100648,8001,196,1441,889
3714,"-Tynamo",99.16,118624,8001,108,751,966
3715,"Yuraeha",98.38,66395,8001,55,528,359
3716,"Midiru",99.31,68131,8001,238,1636,1017
3717,"frogyfro",98.95,36002,8000,86,685,1122
3718,"-confusion",98.35,60312,8000,27,412,1066
3719,"Shiv",97.16,41624,7999,30,798,707
3720,"sullyjhf",99.07,50441,7999,83,1280,1735
3721,"Freckle",98.93,149312,7999,234,2603,1430
3722,"Othi-Chan",98.98,51776,7999,29,522,311
3723,"AndreDubs",97.31,113969,7998,141,1640,2227
3724,"Loozy",97.45,66732,7997,168,814,1252
3725,"Asobase",99.2,191378,7997,312,4000,767
3726,"Nukes",97.98,66923,7996,27,584,930
3727,"rsmodx123",98.24,58501,7996,19,442,712
3728,"allives",98.57,106065,7996,85,852,531
3729,"Jeffrey",99.17,92121,7996,65,1251,1226
3730,"LINKI",99.34,79901,7995,387,558,163
3731,"koksu0123",98.92,42606,7994,21,298,340
3732,"Sephie",98.44,70100,7994,50,809,1145
3733,"Yukiyo",98.93,47494,7993,67,1022,1560
3734,"Mahmood1",97.46,39815,7993,37,853,833
3735,"Koishi",98.93,96965,7993,65,1044,1054
